,name,market_cap
2056,SCHIZO,343907
2057,HarryPotterObamaPacMan8Inu,343524
2058,MAXI (Ordinals),342217
2059,Cathena Gold,342125
2061,Bomb Crypto (POL),340361
2062,VirtuSwap,339362
2063,RioDeFi,339253
2064,Voltage Finance,339035
2065,Larissa Blockchain,338523
2066,Inscribe,338103
2067,BUDDY,337068
2068,Pad.Fi,336030
2069,Aurigami,334645
2070,Sync Network,334200
2071,GameBoy,334064
2072,Galaxy Fight Club,333724
2073,SELFCrypto,333607
2074,HyperChainX,332280
2075,Modefi,331267
2076,Goose Finance,331067
2077,FOUR,330963
2078,IDRX,330426
2079,Infinity Rocket,329682
2080,Rockswap,329281
2081,BISO,292354
2082,Pitbull,241203
2083,TOGE,229161
2084,Zaibot,198509
2085,Calvaria: DoE,188752
2086,Nebulas,187782
2087,Apes Go Bananas,187380
2088,Lunar,187031
2089,SportsIcon,186761
2090,Duckereum,186559
2091,BlackHat Coin,186070
2092,Crypto Royale,184989
2093,VeriumReserve,184724
2094,Phoenix Blockchain,184331
2095,Stakecube,183619
2096,Atlas DEX,183189
2097,ZilPepe,183093
2098,CrossSwap,182739
2099,B20,181468
2100,Pepecoin Network,181012
2101,Ubiq,180747
2102,EquityPay,180461
2103,Desmos,179776
2104,HashCoin,179261
2105,Roush Fenway Racing Fan Token,179076
2106,Bursaspor Fan Token,178904
2107,delta.theta,178791
2108,Meter Stable,178480
2109,Poseidon,178270
2110,Kangal,177911
2111,Iro-Chan,177752
2112,PowerTrade Fuel,177193
2113,Dinamo Zagreb Fan Token,177159
2114,Exgoland,176600
2115,Pepe Undead,175833
2116,Linkeye,175750
2117,ChillPill,175433
2118,MTG Token,174754
2119,Blox MYRC,174355
2121,Autonio,174154
2122,Phuture,173060
2123,Antara Token,172931
2124,Cashtree Token,172663
2125,NFT Protocol,172642
2126,Keysians Network,172522
2127,Pakcoin,172393
2128,True PNL,171496
2129,Finance Vote,171395
2130,Noso,170712
2131,Dynamix,170637
2132,Professional Fighters League Fan Token,169602
2133,Sint-Truidense Voetbalvereniging Fan Token,169326
2134,SolDoge,169260
2135,Satoshi Panda,169139
2136,GovWorld,168823
2137,Metarun,168744
2138,Internxt,168484
2139,Scrat,167864
2140,Ojamu,167849
2141,Points,167632
2142,HULVIN,167068
2143,Herity Network,166881
2144,Frosty the Polar Bear,166245
2145,Zeusshield,165369
2146,LSDx Finance,165364
2147,GAX Liquidity Token Reward,165047
2148,Quasacoin,164812
2149,Lotty,164635
2150,Cope,164477
2151,MetaGameHub DAO,163494
2152,KING Coin,163493
2153,Childrens Aid Foundation,163459
2154,Shibavax,163374
2155,HitChain,163236
2156,Popcorn,162705
2157,Unit Protocol,162254
2158,Hyper,161537
2159,Oikos,161387
2160,Moeda Loyalty Points,161353
2162,Sekuritance,160742
2163,Sarcophagus,160504
2164,Ara,160256
2165,Petcoin,160215
2166,Pepemon Pepeballs,160109
2167,Toad (SOL),160073
2168,Sakura,159984
2169,Everex,159971
2170,Public Mint,159949
2171,e-Money EUR,159909
2172,EUNO,159421
2173,Crabada,159084
2174,Smart MFG,158936
2175,Latte,158029
2176,Multiverse Capital,157833
2177,EarthByt,156869
2178,Token IN,156794
2179,WolfSafePoorPeople,156651
2180,PressDog,156553
2181,Centric Swap,156368
2182,FrontFanz,156248
2183,Bodrumspor Fan Token,155567
2184,mao,155435
2185,Ethermon,155105
2186,Filecoin Standard Full Hashrate,154769
2187,GenomesDAO GENE,154114
2188,Coin of the champions,153394
2189,SNOOPYBABE,153121
2190,EigenElephant,152871
2191,Tanks,152755
2192,Masternoded Token,152580
2193,Carbon,152131
2194,MotaCoin,152031
2195,Iron Bank,151810
2196,Universidad de Chile Fan Token,151571
2197,Onchain AI,151393
2198,Alter,150563
2199,Blind Boxes,150380
2200,CoinFi,150086
2201,Civfund Stone,149997
2202,DeFiato,149730
2204,Sifchain,149240
2205,Oh! Finance,149238
2206,Tulip Protocol,148960
2207,Hawksight,148736
2208,iDypius,148522
2209,Open Dollar Governance,148119
2210,Brick,147912
2211,Digital Reserve Currency,147584
2212,Radar,147307
2213,MIBR Fan Token,147182
2214,AAG,146947
2215,Ruby Protocol,146772
2216,Defi Warrior,145936
2217,DAOGAME,145564
2218,Ekta,145118
2219,LakeViewMeta,145071
2220,disBalancer,145053
2221,WePower,145037
2222,TonGPU,144889
2223,BNSD Finance,144631
2224,DigitalNote,144490
2225,Ombi (Ordinals),143832
2226,The HUSL,143669
2227,xWIN Finance,143504
2228,Joe Hat,143427
2229,SHELL,142742
2230,ContentBox,142650
2231,Zyberswap,142409
2232,Swerve,141845
2233,Relay Chain,141670
2234,TOSHE,141642
2235,DIGG,141563
2236,OST,141475
2237,Workie,141340
2238,GMD,141157
2239,chick,140915
2240,Espresso Bot,140905
2241,MediShares,140809
2242,ZKPEPE,140803
2243,Ubeswap (OLD),140801
2244,Hedget,140381
2246,JET,140125
2247,FlokiBonk,140038
2248,GamyFi,139933
2249,AllDomains,139861
2250,Potcoin,139838
2251,DOGwifCROCS,139704
2252,Chain of Legends,139419
2253,8Pay,139135
2254,POSTHUMAN,138861
2255,Day of Defeat Mini 100x,138670
2256,Red,138631
2257,Rabbit Wallet,138426
2258,Craft network,138267
2259,Davis Cup Fan Token,138225
2260,Electrify.Asia,138176
2261,Einsteinium,138141
2262,Sable,138084
2263,zkApes Token,138063
2264,Tate Stop,137932
2265,goatwifhat,137528
2266,Idavoll DAO,137232
2267,Cat Wif Hands,136998
2268,One Cash,136985
2269,Corgi,136975
2270,Gas DAO,136784
2271,NFTY,136179
2272,Just a Rock,135977
2273,Berry Data,135927
2274,Swop,135792
2275,Moonscape,135556
2276,Genaro Network,135391
2277,Unique Utility,135317
2278,SWAPZ.app,135295
2279,PADAWAN,135102
2280,Polinate,134903
2281,Scottish,134409
2282,Penguin Finance,134335
2283,FOMO TOCD,134171
2284,Novara Calcio Fan Token,134102
2285,AstroSwap,132388
2286,Unidef,131935
2287,Ares Protocol,131414
2288,Etherparty,131157
2289,DogeCash,130737
2290,chair,130391
2291,Catfish,130238
2292,Seba,129982
2293,Terracoin,129592
2294,ETF The Token,129471
2295,FoxGirl,128915
2296,Crodex,128758
2297,Yieldwatch,128625
2298,CZ THE GOAT,128580
2299,Poison Finance,128554
2300,Dopamine,128403
2301,Paypolitan,127938
2302,Phoenix Finance,127344
2304,UNLUCKY,127078
2305,handle.fi,125981
2306,PlayNity,125975
2307,Construct,125927
2308,OVAL3,125558
2309,RAFL,125425
2310,Krida Fans,125311
2311,Floyx,124882
2312,Autonomous Secure Dollar,124810
2313,Polkarare,124659
2314,MAD Bucks,124526
2315,TokenBot,124436
2316,EarthFund,124191
2317,Solala,123885
2318,ITRONIX,123880
2319,AppCoins,123616
2320,Impossible Finance,123552
2321,Bull Coin,123467
2322,Fantom Velocimeter,123421
2323,Savedroid,123290
2324,NFTify,123281
2325,PengyOS,123270
2326,NeoCortexAI,123223
2327,DragonKing,123220
2328,Fina.cash,123117
2329,ACryptoSI,123112
2330,One Token,122710
2331,FlokiFork,122606
2332,Hamachi Finance,122099
2333,SeChain,121707
2334,Statera,121704
2335,TOR,121572
2336,Green Planet,121557
2337,SpaceFi,121307
2338,Aerarium Fi,121076
2339,OctoFi,120950
2340,Creaticles,120245
2341,FitBurn,120232
2342,ArQmA,119839
2343,Ryoshi Research,119774
2344,Aldrin,119536
2345,Liquidus (Old),119399
2346,Playcent,119342
2347,Rangers Fan Token,119084
2348,April,118867
2349,Basis Cash,118832
2350,Croatian FF Fan Token,118642
2351,Long Mao,118207
2352,Cat On Catnip,117486
2353,GeoDB,117265
2354,Celestial,116724
2355,UpDog,116533
2356,Savanna,116262
2357,Hermes DAO,116255
2358,Solberg,116071
2359,MoonLana,115791
2360,Scream,115424
2361,Warena,114942
2362,BASEDChad,114746
2363,Unitrade,114406
2364,Delphy,114330
2365,Chiba Neko,114075
2366,Tigris,113715
2367,UNION Protocol Governance,113631
2368,OpenBlox,113078
2369,Bitnet IO,112581
2370,Quack Token,112541
2371,GoWithMi,112186
2372,RIKU,112088
2373,Linked Finance World,111979
2374,Sway Social,111845
2375,Rito,111768
2376,Shack,111597
2377,Omni Consumer Protocol,110994
2378,UpStable,110440
2379,X8X,109949
2380,Meta BSC,109091
2381,HEROcoin,108345
2382,Snook,108163
2383,Hodl Finance,108079
2384,Ctrl,107619
2385,Blockzero Labs,107510
2386,Sentinel Chain,107376
2387,Compendium,107220
2388,Varen,107113
2389,BitcoinPoW,106915
2390,COLANA,104889
2391,MemeDAO,104734
2392,Pickle,104617
2393,Marginswap,104258
2394,SwiftCash,104143
2395,Jackpot,103528
2396,Pine,103425
2397,Yield Protocol,103377
2398,SmartCash,103362
2399,SOLAPE,103188
2400,DeHive,103141
2401,ACHI INU,102225
2402,NerdBot,102186
2403,CroFam,102022
2404,Ternio,101627
2405,Inuko Finance,101566
2406,Little Angry Bunny v2,100348
2407,FIRA,100152
2408,Golff,99649
2409,PLUMPY DRAGONS,99608
2410,BlazeX,99575
2411,TEN,99303
2412,Falcon Project,99256
2413,Buddha,99138
2414,Dark Matter,98965
2415,RC Celta de Vigo Fan Token,98939
2416,MXGP Fan Token,98656
2417,FusionBot,98625
2418,FansTime,98560
2419,BitcoinSoV,98324
2420,Trivians,98223
2421,Awkward Look Monkey Club,98198
2422,Pepega,98191
2423,Starname,98153
2424,Racing Club Fan Token,98139
2425,Donaswap,98085
2426,OTIA,97992
2427,Monke,97889
2428,Bent Finance,97654
2430,KUMA,95395
2431,EDDASwap,95135
2432,Demole,95056
2433,Soul Swap,94863
2435,Elon's Pet Fish ERIC,94792
2436,Solrise Finance,94547
2437,FINXFLO,94338
2438,Silver Stonks,94271
2439,RainbowToken,94270
2440,SharedStake Governance v2,94239
2441,Parachute,94211
2442,Dejitaru Hoshi,93946
2443,ArGoApp,93917
2444,unshETHing_Token,93820
2445,KeyFi,93652
2446,Centaurify,93615
2447,CNNS,93487
2448,Orion Money,93390
2449,Froggies,93231
2450,SakeSwap,93089
2451,Governor DAO,92894
2452,DeFiner,92803
2453,Cryptomeda,92635
2454,Rug,92196
2455,SONM,92147
2456,KCAL,92082
2457,Froyo Games,91958
2458,Value DeFi,91938
2459,Gençlerbirliği Fan Token,91298
2460,BlockCDN,91144
2461,DOKI,91034
2462,Mox Studio,90741
2463,DinoSwap,90645
2464,Demeter,90519
2465,Meta Toy DragonZ SAGA (FXERC20),90451
2466,Busy,89891
2467,KickPad,89705
2468,DegenPad,88714
2469,Golden Doge,88665
2470,Mochi Market,88451
2471,Pixel,88343
2472,Game Fantasy,88202
2473,Enecuum,88031
2474,Rubber Ducky Cult,86619
2475,UREEQA,86281
2476,Xeno,86214
2477,aRIA Currency,86094
2478,UNO,86004
2479,Blacksmith Token,85922
2480,Qbao,85545
2481,Fitmint,85358
2482,Grok Inu,85317
2483,Inci,85241
2484,DOS Network,85216
2485,Moove Protocol,85099
2486,BOMB,85088
2487,Hashgard,85028
2488,Definder Network,84918
2489,Eskişehir Fan Token,84777
2490,Pou,84507
2491,SatsBridge,84461
2492,Dogey-Inu,84327
2493,WenWifHat,84292
2494,DLP Duck,84282
2495,Grumpie,84274
2496,Spaceswap MILK2,84273
2497,Gapcoin,84215
2498,CaveWorld,84159
2499,zkEra Finance,83741
2500,TXN Club,83739
2501,Butter,83679
2502,Zeepin,83656
2503,Wall Street Games [OLD],83619
2504,LUMI,83464
2505,Zodium,83429
2506,Hamsters,83304
2507,DeVault,83274
2508,Triall,83217
2509,Distracted Dudes,83103
2510,Ishi,82991
2511,Superpower Squad,82985
2512,CoFiX,82861
2513,Trinity Network Credit,82783
2514,GATEWAY TO MARS,82710
2515,WaultSwap,82572
2516,Asian Fintech,82284
2517,Kattana,82260
2518,Archi Token,82076
2519,Shiba Saga,81480
2520,Butterfly Protocol,81360
2521,Ston,81302
2522,Benzene,81193
2523,PEPE UWU,80641
2524,Starfish Finance,80563
2525,Fluffy Coin,80559
2526,Rentberry,80337
2527,Lien,80270
2528,Shibaverse,80019
2529,DarkCrypto Share,79966
2530,Rainbow,79867
2531,Judgment AI,79535
2532,FC Sion Fan Token,79520
2533,xToken,79306
2534,Vera,79234
2535,X-CASH,79226
2536,Pleb,79110
2538,LuckysLeprecoin,78881
2539,Deportivo Alavés Fan Token,78846
2540,BitcoinPoS,78585
2541,Seneca,78479
2542,Rocki,78473
2543,Raze Network,78423
2544,RaceX,78344
2545,TosDis,78314
2546,The Crypto Prophecies,78192
2547,ZKitty Bot,77537
2548,APY.Finance,77436
2549,Pankito,77368
2550,QLix,76966
2551,PolkaWar,76582
2552,Datamine,76417
2553,Lama,76370
2554,Base Velocimeter,76257
2555,Meow Meow Coin,75965
2556,My Master War,75567
2557,StellaryAI,75434
2558,Blitz Labs,75325
2559,Masari,75132
2560,Float Protocol,74815
2561,EVE,74249
2562,0xMonero,73913
2563,Dejitaru Shirudo,73718
2564,Iridium,73711
2565,Snowswap,72923
2566,Rich,72758
2567,Don-key,72724
2568,Honkler,72637
2569,UniFarm,72551
2570,SuperRareBears RARE,71906
2571,GrabCoinClub,71768
2572,Peruvian National Football Team Fan Token,71391
2573,SPACE-iZ,71383
2574,Moremoney Finance,71358
2575,Baked,71307
2576,Cobra king,71232
2577,PlanetWatch,71140
2578,Whales Club,71050
2579,XNF,70816
2580,Primas,70796
2581,IHT Real Estate Protocol,70730
2582,dFund,70297
2583,BRC on the ERC,70041
2584,LOAF CAT,69935
2585,CrocBot,69509
2586,AlienB,69438
2587,Poolz Finance [OLD],68805
2588,Froggy Friends,68799
2589,Mad Meerkat Optimizer,68287
2590,Strawberry Elephant صباح,68250
2591,Aavegotchi KEK,68131
2592,STACKS,67733
2593,Port Finance,67694
2594,ADreward,67546
2595,Nsure Network,67400
2596,Baskonia Fan Token,67292
2597,Skrumble Network,67070
2598,Chronicum,67050
2599,POPO,66904
2600,Waifu,66805
2601,Kocaelispor Fan Token,66789
2602,Apricot,66386
2603,Wombex,66373
2604,Dawkoins,66304
2605,Metacourt,66235
2606,Tholana,66214
2607,Coinsbit Token,65988
2608,Structure Finance,65910
2609,Gorilla In A Coupe,65642
2610,NerveFlux,65529
2611,Zebi,65502
2612,Risitas (OLD),65450
2613,Plata Network,65242
2614,NFT Stars,64951
2615,UrDEX Finance,64807
2616,Pepe SKULL,64462
2617,HedgePay,64270
2618,Mithril Share,64221
2619,BillionHappiness,64015
2620,Lyncoin,63914
2621,Tesla TSL,63837
2622,Heavenland HTO,63808
2623,Nodes Reward Coin,63666
2624,Basis Share,63464
2625,Mercurial,63462
2626,Onston,63320
2627,Wrapped Virgin Gen-0 CryptoKittties,63006
2628,Ardana,62396
2629,AnchorSwap,62343
2630,Crusaders of Crypto,62014
2631,Releap,61981
2632,ALEXIS,61731
2633,Aluna,61625
2634,Bitci Racing Token,61550
2635,GeniuX,61413
2636,Cat Poop Joystick,61151
2637,Hashtagger,60871
2639,Dracarys Token,60734
2640,Bright Union,60401
2641,Alpaca City,60136
2642,Substratum,59942
2643,SureRemit,59763
2644,Bolivarcoin,59738
2645,Aree Shards,59700
2646,Neblio,59521
2647,Aavegotchi FOMO,59334
2648,PRivaCY Coin,59212
2649,SolChicks,59124
2650,Wistaverse,58367
2651,Mir Token,58325
2652,HYPRA,58233
2653,Asymetrix,57946
2654,Aittcoin,57874
2655,Huckleberry,57865
2656,Aavegotchi FUD,57864
2657,Petshop.io,57806
2658,Fantom Maker,57744
2659,Wonderland TIME,57603
2660,OneRing,57527
2661,TERA,57365
2662,Merge,57242
2663,KOK,57082
2664,Zahnymous,56920
2665,Delphi,56800
2666,Sirin Labs,56677
2667,Pepe Le Pew Coin,56342
2668,DOGEDI,56319
2669,trollbox,56311
2670,WannaSwap,56201
2671,Ziv4 Labs,56176
2672,The ChampCoin,55879
2673,MoneySwap,55873
2674,Remme,55815
2675,CluCoin,55571
2676,FOMO Network,55335
2677,Locust Pocus,55303
2678,Denizlispor Fan Token,55292
2679,Aavegotchi ALPHA,55243
2680,Bismuth,54904
2681,Bounty0x,54845
2682,Pawtocol,54772
2683,OmegaNetwork,53993
2684,Genesis Worlds,53155
2685,HappyFans,52795
2686,FACTS,52791
2687,FSOCIETY,52621
2688,Ansom,52533
2689,XTblock,52490
2690,beFITTER,52447
2691,Graviocoin,51955
2692,NicCageWaluigiElmo42069Inu,51843
2693,ZENZO,51818
2694,The Corgi of PolkaBridge,51770
2695,Agrello,51574
2696,Volta Protocol,51268
2697,MicroMoney,50508
2698,KAKA NFT World,50473
2699,Cross-Chain Bridge,50153
2700,5G-CASH,50143
2701,Hiveterminal,50057
2702,LayerNet,50037
2703,PymeDAO,49770
2704,Axial Token,49687
2705,XP,49506
2706,Douglas Adams,49473
2707,Synthetify,49272
2708,Xillion,48663
2709,Vidulum,48631
2710,Team Heretics Fan Token,48628
2711,Evedo,48572
2712,Yeti Finance,48558
2713,OnChain Pepe 404,48470
2714,Pineapple Owl,48215
2715,Dogira,48031
2716,Peachfolio,48000
2717,Billi,47933
2718,SuperBid,47873
2719,Index Coop - MATIC 2x Flexible Leverage Index,47667
2720,LocalTrade,47484
2721,Edain,47453
2722,EtherGem,47361
2723,Dot Dot Finance,47231
2724,Blepe,47087
2725,Crescent Network,47043
2726,ASIAN MOTHER,46912
2727,CryptoTanks,46903
2728,RCD Espanyol Fan Token,46783
2729,APYSwap,46730
2730,Meta Doge,46726
2731,Pera Finance,46674
2732,Maxi Barsik,46492
2733,KingU,46444
2734,GND Protocol,46434
2735,Wavelength,46302
2736,Waterfall Governance,46281
2737,TXA,46246
2738,Throne,39559
2739,ORO,39470
2740,Finminity,39308
2741,DeCats,39042
2742,Mackerel,38956
2743,Lokr,38628
2744,Centaur,38512
2745,Cardence,38233
2746,WOWswap,38221
2747,Dexsport,38208
2748,Asap Sniper Bot,37733
2749,Elon Xmas,37606
2750,SURFBOARD,37509
2751,Universe.XYZ,37480
2752,Element Black,37303
2753,Froggy,37280
2754,0.exchange,36695
2755,Feeder Finance,36630
2756,Fatih Karagümrük SK Fan Token,36571
2757,Curve Inu,36477
2758,WagyuSwap,36209
2759,Composite,36121
2760,ProjectOasis,35975
2761,HairyPlotterFTX,35872
2762,69420,35839
2763,StaySAFU,35782
2764,Argon,35707
2765,Cykura,35691
2766,SoMee.Social,35493
2767,Lunyr,35256
2768,Pepedex,35219
2769,Meerkat Shares,35101
2770,SOHOTRN,35039
2771,Boring Protocol,35028
2772,DungeonSwap,34942
2773,StrongHands Finance,34926
2774,Samurai Cat,34892
2775,Crown,34485
2776,BCPAY FinTech,34411
2777,Stablecomp,34340
2778,FlexMeme,34320
2779,Verso,34045
2780,Portion,28463
2781,ETHA Lend,26422
2782,Starter.xyz,25926
2783,PIPI,24120
2784,Tycoon,24116
2785,Uniwhale,24116
2786,kushcoin.sol,24070
2787,ROXY FROG,23957
2788,Bitball,23943
2789,Türkiye Basketbol Federasyonu Fan Token,23921
2790,Coin98 Dollar,23796
2791,TradeStars,23768
2792,Vesper V-Dollar,23614
2793,Insula,23494
2794,Ducky City,23284
2795,Swap,23277
